id,premis dan hipotesis,label
4865,bukan gemar horan dukung temanteman satu grup hipoevitag horan tidak dukung siapa,0
4866,cerita peristiwa aktual lalu syair abdullah sebut bagai wartawan melayu pertama hipoevitag abdullah cerita peristiwa aktual lalu syair,1
4867,cerita peristiwa aktual lalu syair abdullah sebut bagai wartawan melayu pertama hipoevitag abdullah cerita peristiwa aktual lalu syair indah,2
4868,cerita peristiwa aktual lalu syair abdullah sebut bagai wartawan melayu pertama hipoevitag abdullah tidak cerita peristiwa aktual lalu syair,0
4869,kapal uap sultana angkut tumpang ledak kemudian tenggelam sungai mississippi jadi tewas orang hipoevitag ledak kapal uap sultana tewas orang,1
4870,kapal uap sultana angkut tumpang ledak kemudian tenggelam sungai mississippi jadi tewas orang hipoevitag orang lukaluka kapal uap sultana ledak sungai mississipi,2
4871,kapal uap sultana angkut tumpang ledak kemudian tenggelam sungai mississippi jadi tewas orang hipoevitag tidak tewas jadi,0
4872,indonesia raih emas perak perunggu olimpiade sydney hipoevitag indonesia raih medali olimpiade sydney,1
4873,indonesia raih emas perak perunggu olimpiade sydney hipoevitag indonesia menang olimpiade sydney,2
4874,indonesia raih emas perak perunggu olimpiade sydney hipoevitag indonesia tidak perak olimpiade sydney,0
4875,amerika serikat april pernah landa banjir parah bencana jadi mississippi hipoevitag banjir parah amerika serikat jadi mississippi,1
4876,amerika serikat april pernah landa banjir parah bencana jadi mississippi hipoevitag bencana parah mississippi banjir,2
4877,amerika serikat april pernah landa banjir parah bencana jadi mississippi hipoevitag tidak pernah banjir mississippi,0
4878,david vernon watson mantan main sepak bola asal inggris posisi bagai bek tengah hipoevitag david vernon watson pernah main sepak bola,1
4879,david vernon watson mantan main sepak bola asal inggris posisi bagai bek tengah hipoevitag david vernon watson tinggal timur tengah,2
4880,david vernon watson mantan main sepak bola asal inggris posisi bagai bek tengah hipoevitag david vernon watson asal timur tengah,0
4881,caesar cara pribadi beri tahu curio tindak pompey selesai masa jabat nya hipoevitag masa jabat pompey usai,1
4882,caesar cara pribadi beri tahu curio tindak pompey selesai masa jabat nya hipoevitag curio asisten pribadi caesar,2
4883,caesar cara pribadi beri tahu curio tindak pompey selesai masa jabat nya hipoevitag caesar tidak tahu tindak pompey,0
4884,mcgregor aku hasrat besar tarung apa medan tempuh bukan masalah besar hipoevitag mcgregor punya hasrat besar tarung,1
4885,mcgregor aku hasrat besar tarung apa medan tempuh bukan masalah besar hipoevitag medan tarung mcgregor sepele,2
4886,mcgregor aku hasrat besar tarung apa medan tempuh bukan masalah besar hipoevitag mcgregor aku hasrat besar makan,0
4887,turut oddity central hosaka pernah kolaborasi buah usaha kimia buat senyawa khusus tahan patung sebut tetap ramah lingkung hipoevitag senyawa khusus buat usaha kimia sebut tahan patung sebut,1
4888,turut oddity central hosaka pernah kolaborasi buah usaha kimia buat senyawa khusus tahan patung sebut tetap ramah lingkung hipoevitag usaha kimia sebut pernah buat senyawa khusus,2
4889,turut oddity central hosaka pernah kolaborasi buah usaha kimia buat senyawa khusus tahan patung sebut tetap ramah lingkung hipoevitag hosaka tidak pernah kolaborasi usaha kimia mana,0
4890,olimpiade pertama bawah naung ioc langsung stadion panathinaiko athena tahun ikut negara total atlet laga tanding hipoevitag olimpiade pertama ikut tidak negara,1
4891,olimpiade pertama bawah naung ioc langsung stadion panathinaiko athena tahun ikut negara total atlet laga tanding hipoevitag stadion panathinaiko jadi tempat laga atlet tahun,2
4892,olimpiade pertama bawah naung ioc langsung stadion panathinaiko athena tahun ikut negara total atlet laga tanding hipoevitag olimpiade pertama langsung tahun,0
4893,orang dekat nyanyi tahun hollywoodlifecom styles bahkan tegas tidak bawa lagu grup besar one direction hipoevitag styles besar grup one direction,1
4894,orang dekat nyanyi tahun hollywoodlifecom styles bahkan tegas tidak bawa lagu grup besar one direction hipoevitag styles rupa nyanyi solo keluar grup one direction,2
4895,orang dekat nyanyi tahun hollywoodlifecom styles bahkan tegas tidak bawa lagu grup besar one direction hipoevitag styles tidak umur tahun,0
4896,ngarai sianok bukittinggi milik pandang alam pesona kilas tampak great wall china versi mini nya hipoevitag ngarai sianok bukittinggi tampak tinggi panjang,2
4897,ngarai sianok bukittinggi milik pandang alam pesona kilas tampak great wall china versi mini nya hipoevitag ngarai sianok bukittinggi tidak milik pandang alam pesona,0
4898,payakumbuh botuang festival kota payakumbuh november hingga desember semara seni daerah hipoevitag payakumbuh botuang festival langsung lama minggu,1
4899,payakumbuh botuang festival kota payakumbuh november hingga desember semara seni daerah hipoevitag payakumbuh botuang festival tiap tahun,2
4900,payakumbuh botuang festival kota payakumbuh november hingga desember semara seni daerah hipoevitag payakumbuh botuang festival tanggal desember,0
4901,tahun sesuai janji linggarjati renville pihak ri belanda wilayah nusantara luar jawasumatera tidak masuk kuasa ri pusat yogya perintah merahputih lapiantaulu februari nyata rapat umum lapang tikala manado sulawesi utara nkri pusat yogya hipoevitag tahun ibukota nkri yogyakarta,1
4902,tahun sesuai janji linggarjati renville pihak ri belanda wilayah nusantara luar jawasumatera tidak masuk kuasa ri pusat yogya perintah merahputih lapiantaulu februari nyata rapat umum lapang tikala manado sulawesi utara nkri pusat yogya hipoevitag janji linggarjati janji renville tahan lama tahun,2
4903,tahun sesuai janji linggarjati renville pihak ri belanda wilayah nusantara luar jawasumatera tidak masuk kuasa ri pusat yogya perintah merahputih lapiantaulu februari nyata rapat umum lapang tikala manado sulawesi utara nkri pusat yogya hipoevitag hingga wilayah indonesia jawasumatra,0
4904,zeltweg kota letak aichfeld tinggi m duduk hipoevitag tahun zeltweg duduk kurang orang,1
4905,zeltweg kota letak aichfeld tinggi m duduk hipoevitag tidak kota zeltweg aichfeld,2
4906,zeltweg kota letak aichfeld tinggi m duduk hipoevitag aichfeld tidak kota nama zeltweg,0
4907,teknik asli shen hasil keruk kanal tunjuk nilai dahsyat endap lumpur kumpul bagai pupuk hipoevitag shen teknik asli keruk kanal,1
4908,teknik asli shen hasil keruk kanal tunjuk nilai dahsyat endap lumpur kumpul bagai pupuk hipoevitag shen ahli pupuk,2
4909,teknik asli shen hasil keruk kanal tunjuk nilai dahsyat endap lumpur kumpul bagai pupuk hipoevitag shen tidak keruk kanal teknik nya,0
4910,tiup awat segera erti panggil segera datang hipoevitag awat segera datang tiup,1
4911,tiup awat segera erti panggil segera datang hipoevitag tiup awat tidak erti panggil,0
4912,cara harfiah kini orang tidak perlu sedia payung hujan tapi jas hujan payung hipoevitag orang sedia jas hujan payung hujan,1
4913,cara harfiah kini orang tidak perlu sedia payung hujan tapi jas hujan payung hipoevitag payung tidak zaman masa kini,2
4914,cara harfiah kini orang tidak perlu sedia payung hujan tapi jas hujan payung hipoevitag orang tidak sedia jas hujan payung hujan,0
4915,hibari meni akira kobayashi rupa aktor top nikkatsu istirahat dunia panggung hipoevitag akira kobayashi meni hibari,1
4916,hibari meni akira kobayashi rupa aktor top nikkatsu istirahat dunia panggung hipoevitag hibari aktor kenal,2
4917,hibari meni akira kobayashi rupa aktor top nikkatsu istirahat dunia panggung hipoevitag tidak nikah tahun,0
4918,daylewis main orang ancang busana banyak layan orangorang kelas atas main film ikut promosi hipoevitag daylewis peran bagai orang ancang busana,1
4919,daylewis main orang ancang busana banyak layan orangorang kelas atas main film ikut promosi hipoevitag daylewis aktor senior,2
4920,daylewis main orang ancang busana banyak layan orangorang kelas atas main film ikut promosi hipoevitag daylewis peran bagai orang dokter,0
4921,benang merah tarik sini tanding hidup seharihari hipoevitag tanding hidup seharihari milik sama,1
4922,benang merah tarik sini tanding hidup seharihari hipoevitag hidup seharihari penuh benang merah,2
4923,benang merah tarik sini tanding hidup seharihari hipoevitag tanding hidup seharihari seluruh beda,0
4924,sehat jadi syarat penting jalan puasa punya sakit maag sehat jaga pilih asupan tepat sayang lapar mata kerap acau minat lebih selektif pilih asupan hipoevitag lapar mata puasa kerap acau pilih makan lebih sehat,1
4925,sehat jadi syarat penting jalan puasa punya sakit maag sehat jaga pilih asupan tepat sayang lapar mata kerap acau minat lebih selektif pilih asupan hipoevitag orang punya sakit maag sangat perhati asupan,2
4926,sehat jadi syarat penting jalan puasa punya sakit maag sehat jaga pilih asupan tepat sayang lapar mata kerap acau minat lebih selektif pilih asupan hipoevitag sehat rupa syarat tidak terlalu penting jalan puasa,0
4927,makmur rupa salah satu desa camat pangkal kerinci kabupaten pelalawan provinsi riau indonesia hipoevitag buah desa nama makmur camat pangkal kerinci,1
4928,makmur rupa salah satu desa camat pangkal kerinci kabupaten pelalawan provinsi riau indonesia hipoevitag desa makmur letak jauh ibu kota indonesia,2
4929,makmur rupa salah satu desa camat pangkal kerinci kabupaten pelalawan provinsi riau indonesia hipoevitag tidak desa nama makmur riau,0
4930,jakarta ibu kota negara kota besar indonesia hipoevitag jakarta ibu kota negara indonesia,1
4931,jakarta ibu kota negara kota besar indonesia hipoevitag jakarta milik jumlah duduk banyak indonesia,2
4932,jakarta ibu kota negara kota besar indonesia hipoevitag jakarta negara,0
4933,bagai salah satu provinsi milik kasus positif virus corona covid banyak jakarta butuh tugas medis jumlah tidak sedikit hipoevitag tugas medis jakarta sedikit,2
4934,entailment hipoevitag entailment,1
4935,cara baik tetap hidrasi minum air panjang malam hipoevitag hidrasi malam hari bangun lebih segar,2
4936,cara baik tetap hidrasi minum air panjang malam hipoevitag cara tetap hidrasi laku olahraga lari,0
4937,teliti politik ekonomi masyarakat budaya tata krama adat istiadat negeri ajar universitas sebut hipoevitag politik ekonomi universitas sebut ajar budaya negeri,1
4938,teliti politik ekonomi masyarakat budaya tata krama adat istiadat negeri ajar universitas sebut hipoevitag universitas sebut universitas khusus ajar ilmu negeri,2
4939,teliti politik ekonomi masyarakat budaya tata krama adat istiadat negeri ajar universitas sebut hipoevitag universitas sebut ajar tata krama adat istiadat negeri tidak ajar politik ekonomi,0
4940,federasi dokter ingat angka mati benar mungkin lebih tinggi banyak dokter tinggal dadak bahkan mati tidak tahu virus test swab tidak pernah laku hipoevitag banyak dokter tinggal dadak tanpa tahu virus,1
4941,federasi dokter ingat angka mati benar mungkin lebih tinggi banyak dokter tinggal dadak bahkan mati tidak tahu virus test swab tidak pernah laku hipoevitag virus mati beberapa dokter cara dadak,2
4942,federasi dokter ingat angka mati benar mungkin lebih tinggi banyak dokter tinggal dadak bahkan mati tidak tahu virus test swab tidak pernah laku hipoevitag semua dokter tinggal dadak pernah laku test swab,0
4943,gunung api taal filipina terus letus hari jumat walaupun letus abu lebih sedikit banding awal pekan hipoevitag letus api gunung taal lebih banyak awal pekan banding hari jumat,1
4944,gunung api taal filipina terus letus hari jumat walaupun letus abu lebih sedikit banding awal pekan hipoevitag letus abu hari jumat lebih sedikit letus abu kemarin,2
4945,gunung api taal filipina terus letus hari jumat walaupun letus abu lebih sedikit banding awal pekan hipoevitag gunung api taal keluar letus abu awal pekan,0
4946,tidak akses istimewa perintah lihat akses istimewa beri individu organisasi beri kontribusi finansial politis partai politik hipoevitag tidak kontribusi finansial politis partai politik jadi jalan akses istimewa perintah,1
4947,tidak akses istimewa perintah lihat akses istimewa beri individu organisasi beri kontribusi finansial politis partai politik hipoevitag beberapa partai politik terima kontribusi finansial individuindividu,2
4948,tidak akses istimewa perintah lihat akses istimewa beri individu organisasi beri kontribusi finansial politis partai politik hipoevitag perintah tidak laku akses istimewa orang layak terima,0
4949,tubuh kena temperatur panas matahari cara langsung tubuh mudah dehidrasi kurang cair hipoevitag dehidrasi sebut kurang cair,1
4950,tubuh kena temperatur panas matahari cara langsung tubuh mudah dehidrasi kurang cair hipoevitag matahari beri manfaat sehat tubuh,2
4951,tubuh kena temperatur panas matahari cara langsung tubuh mudah dehidrasi kurang cair hipoevitag matahari tidak panas,0
4952,maksud ayo semua orang lihat oasis beri ayo kata hawkins hipoevitag oasis band lihat semua orang,1
4953,maksud ayo semua orang lihat oasis beri ayo kata hawkins hipoevitag oasis milik gemar banyak,2
4954,maksud ayo semua orang lihat oasis beri ayo kata hawkins hipoevitag hawkibs tidak lihat oasis,0
4955,rapat gubernur badan perintah hari staff residen mr sis tjakraningrat susun program kerja perintah daerah titik rat program sebut laksana cara konsekwen waktu singkat jalan raya pekanbaru batas sumatera barat siap kerja hipoevitag waktu singkat jalan raya pekanbaru batas sumatera barat siap kerja,1
4956,rapat gubernur badan perintah hari staff residen mr sis tjakraningrat susun program kerja perintah daerah titik rat program sebut laksana cara konsekwen waktu singkat jalan raya pekanbaru batas sumatera barat siap kerja hipoevitag rapat gubernur badan perintah hari staff residen mr sis tjakraningrat susun program kerja perintah pusat,2
4957,rapat gubernur badan perintah hari staff residen mr sis tjakraningrat susun program kerja perintah daerah titik rat program sebut laksana cara konsekwen waktu singkat jalan raya pekanbaru batas sumatera barat siap kerja hipoevitag program sebut laksana cara tidak konsekwen,0
4958,buah temu bukti fosil katak darat sebut tunjuk antartika lebih mirip amerika selatan hipoevitag buah temu tunjuk antartika lebih mirip amerika selatan,1
4959,buah temu bukti fosil katak darat sebut tunjuk antartika lebih mirip amerika selatan hipoevitag antartika mirip amerika selatan,2
4960,buah temu bukti fosil katak darat sebut tunjuk antartika lebih mirip amerika selatan hipoevitag tidak fosil katak darat sebut,0
4961,pps betako merpati putih gelar juara nasional kejurnas bibit bibit atlet pencak silat potensial kontribusi negara hipoevitag bibitbibit atlet pencak silat cari kontribusi negara,1
4962,pps betako merpati putih gelar juara nasional kejurnas bibit bibit atlet pencak silat potensial kontribusi negara hipoevitag pps betako tidak hasil bibitbibit atlet potensial meski kejurnas laksana,2
4963,pps betako merpati putih gelar juara nasional kejurnas bibit bibit atlet pencak silat potensial kontribusi negara hipoevitag pps betako bibitbibit atlet pencak silat biasa tak potensial sama sekali,0
4964,niat kerja lurus enggak anehaneh lanjut via niat kerja karier hipoevitag via tidak niat anehaneh,1
4965,niat kerja lurus enggak anehaneh lanjut via niat kerja karier hipoevitag via tidak lanjut didik,2
4966,niat kerja lurus enggak anehaneh lanjut via niat kerja karier hipoevitag karier tidak masuk rencana via,0
4967,peperangan tanah ubah lini depan statis perang dunia i jadi tingkat mobilitas senjata gabung hipoevitag peperangan tanah jadi tingkat mobilitas senjata gabung,1
4968,peperangan tanah ubah lini depan statis perang dunia i jadi tingkat mobilitas senjata gabung hipoevitag peperangan udara tidak ubah,2
4969,peperangan tanah ubah lini depan statis perang dunia i jadi tingkat mobilitas senjata gabung hipoevitag peperangan tanah tidak ubah,0
4970,entailment hipoevitag entailment,1
4971,bawa fitur group video call durov klaim jumlah telegram seluruh dunia capai juta hipoevitag telegram sekarang tidak milik fitur push to talk,2
4972,bawa fitur group video call durov klaim jumlah telegram seluruh dunia capai juta hipoevitag telegram tidak mungkin milik fitur group video call,0
4973,lintah hirudinaria javanica pacet haemadippza zeylania rupa contoh hirudinae hipoevitag pacet contoh hirudinae,1
4974,lintah hirudinaria javanica pacet haemadippza zeylania rupa contoh hirudinae hipoevitag ayam rupa contoh hirudinae,2
4975,lintah hirudinaria javanica pacet haemadippza zeylania rupa contoh hirudinae hipoevitag lintah bukan contoh hirudinae,0
4976,lurah turen dayu industri besar industri amunisi pt pindad hipoevitag pt pindad industri amunisi skala besar,1
4977,lurah turen dayu industri besar industri amunisi pt pindad hipoevitag pt pindad milik industri amunisi keluarah,2
4978,lurah turen dayu industri besar industri amunisi pt pindad hipoevitag tidak industri lurah turen dayu,0
4979,lil woods aktris muda peran film nanny mcphee and the big bang bagai megsie green hipoevitag megsie green tidak peran lil woods,0
4980,entailment hipoevitag entailment,1
4981,agam duduk asli ami alaska lama ribu tahun datang orang eropa daerah hipoevitag orang indonesia datang orang eropa alaska,2
4982,agam duduk asli ami alaska lama ribu tahun datang orang eropa daerah hipoevitag orang eropa tinggal ribu tahun daerah,0
4983,entailment hipoevitag entailment,1
4984,buah klinik rehabilitasi los angeles justru mariyuana alias ganja atas candu obat larang pasien hipoevitag pasien beri ganja tidak timbul efek samping sakaw beri sesuai dosis,2
4985,buah klinik rehabilitasi los angeles justru mariyuana alias ganja atas candu obat larang pasien hipoevitag tidak klinik rehabilitasi dunia mariyuana,0
4986,winstone nyata bangkrut tanggal oktober kemudian tanggal march hipoevitag winston usaha bangkit bangkrut pad atahun,1
4987,winstone nyata bangkrut tanggal oktober kemudian tanggal march hipoevitag winston milik manajemen buruk alami bangkrut lebih sekali,2
4988,winstone nyata bangkrut tanggal oktober kemudian tanggal march hipoevitag bangkrut winston pertama kali ialah tanggal agustus,0
4989,walaupun indonesia ikat moratorium world trade organization wto moratorium wto sebut negaranegara kembang sebut tidak kena bea masuk atas barang tak wujud lego cara elektronik hipoevitag moratorium wto atur bea masuk atas barang tak wujud negara kembang,1
4990,walaupun indonesia ikat moratorium world trade organization wto moratorium wto sebut negaranegara kembang sebut tidak kena bea masuk atas barang tak wujud lego cara elektronik hipoevitag wto rupa organisasi negaranegara kembang,2
4991,walaupun indonesia ikat moratorium world trade organization wto moratorium wto sebut negaranegara kembang sebut tidak kena bea masuk atas barang tak wujud lego cara elektronik hipoevitag indonesia lama lepas moratorium wto,0
4992,hari rupa sejarah tahun konferensi asia afrika kaa pertama kali helat bandung april hipoevitag konferensi asia afrika pertama kali tahun,1
4993,hari rupa sejarah tahun konferensi asia afrika kaa pertama kali helat bandung april hipoevitag tanggal hari april,2
4994,hari rupa sejarah tahun konferensi asia afrika kaa pertama kali helat bandung april hipoevitag konferensi asia afrika pertama kali selenggara tahun,0
4995,lautlaut kawasan asia tenggara cukup banyak manfaat budidaya biota laut laut andam laut china selatan laut natuna laut jawa laut bal laut sulawesi laut banda laut flores laut malu laut arafuru laut timor laut sabu hipoevitag budidaya biota laut china selatan banyak manfaat,1
4996,lautlaut kawasan asia tenggara cukup banyak manfaat budidaya biota laut laut andam laut china selatan laut natuna laut jawa laut bal laut sulawesi laut banda laut flores laut malu laut arafuru laut timor laut sabu hipoevitag contoh budidaya biota laut kawasan asia tenggara ikan kerang,2
4997,lautlaut kawasan asia tenggara cukup banyak manfaat budidaya biota laut laut andam laut china selatan laut natuna laut jawa laut bal laut sulawesi laut banda laut flores laut malu laut arafuru laut timor laut sabu hipoevitag budidaya biota laut kawasan asia tenggara tidak manfaat,0
4998,george pernah berontak kini setia saudara muda richard adipati gloucester hipoevitag george sekarang setia adipati,1
4999,george pernah berontak kini setia saudara muda richard adipati gloucester hipoevitag george kini setia temanteman richard,2
5000,george pernah berontak kini setia saudara muda richard adipati gloucester hipoevitag richard adipati sekarang berontak george,0
5001,upacara tutup mulai pukul waktu tempat utc agustus hipoevitag upacara tutup mulai tanggal agustus,1
5002,upacara tutup mulai pukul waktu tempat utc agustus hipoevitag upacara tutup pimpin presiden jokowi,2
5003,upacara tutup mulai pukul waktu tempat utc agustus hipoevitag upacara tutup mulai pukul waktu tempat utc,0
5004,pria usia tahun aku sering latih fisik ingat jadwal syuting buah film bilang panjang hipoevitag semua pria usia tahun sering latih fisik,2
5005,pria usia tahun aku sering latih fisik ingat jadwal syuting buah film bilang panjang hipoevitag pria tidak pernah laku latih fisik,0
5006,komando strategis angkat darat biasa singkat kostrad komando utama kotama tempur milik tni angkat darat kostrad milik jumlah pasu rahasia selalu siap operasi atas perintah panglima tni kapan hipoevitag jumlah pasu kostrad rahasia,1
5007,komando strategis angkat darat biasa singkat kostrad komando utama kotama tempur milik tni angkat darat kostrad milik jumlah pasu rahasia selalu siap operasi atas perintah panglima tni kapan hipoevitag komandan pasu tahu jumlah pasu milik kostrad,2
5008,komando strategis angkat darat biasa singkat kostrad komando utama kotama tempur milik tni angkat darat kostrad milik jumlah pasu rahasia selalu siap operasi atas perintah panglima tni kapan hipoevitag kostrad tidak pernah siap operasi,0
5009,sejak pesta olahraga asia tenggara mulai tahun kota seluruh asia tenggara negara kecuali kamboja timor leste hipoevitag pesta olahraga asia tenggara tidak pernah kamboja,1
5010,sejak pesta olahraga asia tenggara mulai tahun kota seluruh asia tenggara negara kecuali kamboja timor leste hipoevitag sejak pesta olahraga asia tenggara mulai tahun kota seluruh asia negara,2
5011,sejak pesta olahraga asia tenggara mulai tahun kota seluruh asia tenggara negara kecuali kamboja timor leste hipoevitag sejak pesta olahraga asia tenggara mulai tahun kota seluruh asia tenggara negara kecuali kamboja timor leste,0
5012,posisi resmi perintah indonesia wartawan wartawan asing sebut tewas baku tembak kota hipoevitag perintah indonesia keluar statement resmi kronologi tinggal wartawanwartawan asing,1
5013,posisi resmi perintah indonesia wartawan wartawan asing sebut tewas baku tembak kota hipoevitag wartawan wartawan asing tinggal liput jadi baku tembak,2
5014,posisi resmi perintah indonesia wartawan wartawan asing sebut tewas baku tembak kota hipoevitag perintah indonesia kata wartawan tinggal asal indonesia,0
5015,hard disk samsung teknologi hibrida asa manfaat windows vista sistem operasi hipoevitag samsung milik hard disk teknologi hibrida,1
5016,hard disk samsung teknologi hibrida asa manfaat windows vista sistem operasi hipoevitag windows vista sistem operasi canggih masa,2
5017,hard disk samsung teknologi hibrida asa manfaat windows vista sistem operasi hipoevitag windows vista tidak pengaruh apaapa hadap hard disk samsung teknologi hibrida,0
5018,nexon muncul bursa saham tokyo tanggal desember buah tawar umum perdana besar jepang tahun besar usaha teknologi seluruh dunia hipoevitag nexon buka tawar umum perdana bursa saham tokyo tanggal desember,1
5019,nexon muncul bursa saham tokyo tanggal desember buah tawar umum perdana besar jepang tahun besar usaha teknologi seluruh dunia hipoevitag bursa saham tokyo tiap tahun jepang,2
5020,nexon muncul bursa saham tokyo tanggal desember buah tawar umum perdana besar jepang tahun besar usaha teknologi seluruh dunia hipoevitag nexon tidak pernah muncul bursa saham tokyo,0
5021,besar kalang masyarakat anggap perintah amerika serikat terlalu birokratis hipoevitag besar masyarakat milik anggap,1
5022,besar kalang masyarakat anggap perintah amerika serikat terlalu birokratis hipoevitag masyarakat milik anggap perintah amerika serikat,2
5023,besar kalang masyarakat anggap perintah amerika serikat terlalu birokratis hipoevitag perintah amerika tidak birokratis,0
5024,desa rupa satu desa lurah camat titihena hipoevitag camat titihena milik tidak desa lurah,1
5025,desa rupa satu desa lurah camat titihena hipoevitag desa kota tegal,2
5026,desa rupa satu desa lurah camat titihena hipoevitag desa tidak masuk camat titihena,0
5027,tidak sesal perempuan nama asli atik riwayat rasa sedih tak hadir nikah kahiyang bobby hipoevitag atik riwayat rasa sedih,1
5028,tidak sesal perempuan nama asli atik riwayat rasa sedih tak hadir nikah kahiyang bobby hipoevitag atik riwayat meni,2
5029,tidak sesal perempuan nama asli atik riwayat rasa sedih tak hadir nikah kahiyang bobby hipoevitag atik riwayat rasa sangat bahagia,0
5030,kawasan asia tenggara diri bentang darat air bentang darat penting bagai tempat tinggal aktivitas duduk hipoevitag bentang darat tempat tinggal duduk,1
5031,kawasan asia tenggara diri bentang darat air bentang darat penting bagai tempat tinggal aktivitas duduk hipoevitag bentang air bukan tempat aktivitas duduk,2
5032,kawasan asia tenggara diri bentang darat air bentang darat penting bagai tempat tinggal aktivitas duduk hipoevitag bentang darat tidak jadi penting aktivitas duduk,0
5033,faktor ikut andil tinggi tingkat mati ibu bayi baru lahir senjang akses layan sehat kualitas lambat kondisi darurat rendah tahu didik reproduksi deteksi awal cegah kurang maksimal komplikasi hamil hipoevitag kondisi darurat lebih cepat turun tingkat mati ibu bayi baru lahir,1
5034,faktor ikut andil tinggi tingkat mati ibu bayi baru lahir senjang akses layan sehat kualitas lambat kondisi darurat rendah tahu didik reproduksi deteksi awal cegah kurang maksimal komplikasi hamil hipoevitag perintah tidak peduli didik reproduksi,2
5035,faktor ikut andil tinggi tingkat mati ibu bayi baru lahir senjang akses layan sehat kualitas lambat kondisi darurat rendah tahu didik reproduksi deteksi awal cegah kurang maksimal komplikasi hamil hipoevitag deteksi awal komplikasi hamil tingkat jumlah kasus mati ibu bayi baru lahir,0
5036,tembalang salah satu desa camat tulin onsoi kabupaten nunukan kalimantan timur indonesia hipoevitag camat tulin onsoi pulau kalimantan,1
5037,tembalang salah satu desa camat tulin onsoi kabupaten nunukan kalimantan timur indonesia hipoevitag desa nama tembalang pulau kalimantan,2
5038,tembalang salah satu desa camat tulin onsoi kabupaten nunukan kalimantan timur indonesia hipoevitag tembalang rupa nama salah satu desa pulau jawa,0
5039,ikut baca halhal gembira motivasi inspirasi penting bentuk pandang mental positif hadap hipoevitag mental positif hadap bentuk baca motivasi,1
5040,ikut baca halhal gembira motivasi inspirasi penting bentuk pandang mental positif hadap hipoevitag mental positif penting,2
5041,ikut baca halhal gembira motivasi inspirasi penting bentuk pandang mental positif hadap hipoevitag halhal madam motivasi baca,0
5042,gera peristaltik gera jadi otototot salur cerna hipoevitag salur cerna tidak punya otot,0
5043,alas ungkap pssi tak lebih khawatir jadwal kompetisi luar negeri buat main proyeksi timnas indonesia u asi games sulit ikut gabung siap tuju pesta olahraga se asia hipoevitag jadwal kompetisi luar negeri buat beberapa main sulit ikut gabung siap asi games,1
5044,alas ungkap pssi tak lebih khawatir jadwal kompetisi luar negeri buat main proyeksi timnas indonesia u asi games sulit ikut gabung siap tuju pesta olahraga se asia hipoevitag asi games paksa mundur jadwal main,2
5045,alas ungkap pssi tak lebih khawatir jadwal kompetisi luar negeri buat main proyeksi timnas indonesia u asi games sulit ikut gabung siap tuju pesta olahraga se asia hipoevitag pesta olahraga asi games ikut negaranegara benua afrika mesir kenya,0
5046,mandi air panas gunung peyek tempat wisata tidak lewat bogor relaksasi rendam pandang eksotis mandi gunung peyek pilih destinasi tepat hipoevitag mandi gunung peyek sedia tempat relaksasi cara rendam,1
5047,mandi air panas gunung peyek tempat wisata tidak lewat bogor relaksasi rendam pandang eksotis mandi gunung peyek pilih destinasi tepat hipoevitag mandi gunung peyek kunjung tinggal bogor,2
5048,mandi air panas gunung peyek tempat wisata tidak lewat bogor relaksasi rendam pandang eksotis mandi gunung peyek pilih destinasi tepat hipoevitag mandi gunung peyek sedia pandang tidak eksotis,0
5049,letak gantung bunga tangkai kuncup bentuk sabit hipoevitag letak gantung bunga tangkai,1
5050,letak gantung bunga tangkai kuncup bentuk sabit hipoevitag letak gantung bunga taman,2
5051,letak gantung bunga tangkai kuncup bentuk sabit hipoevitag kuncup bentuk bulat,0
5052,gera seolaholah sedang jentik bola depan belakang bawah tiga cangkir tengadah hipoevitag sedang aga suatu gera,1
5053,gera seolaholah sedang jentik bola depan belakang bawah tiga cangkir tengadah hipoevitag pikir tuju alam main bola,2
5054,gera seolaholah sedang jentik bola depan belakang bawah tiga cangkir tengadah hipoevitag tiga cangkir tengadah bayang bagai bola,0
5055,jenis ngidam orang istri agam idam makan mudah cari bahkan ngidam sulit cari hipoevitag istri ngidam agam makan,1
5056,jenis ngidam orang istri agam idam makan mudah cari bahkan ngidam sulit cari hipoevitag suami idam,2
5057,jenis ngidam orang istri agam idam makan mudah cari bahkan ngidam sulit cari hipoevitag jenis ngidam istri satu jenis,0
5058,entailment hipoevitag entailment,1
5059,tak langsung lama ajak bicara ernest lantar rasa canggung istri gading marten temu sulit hipoevitag ernest tahu semua purapura kerja istri gading marten,2
5060,tak langsung lama ajak bicara ernest lantar rasa canggung istri gading marten temu sulit hipoevitag tidak ajak bicara ernest,0
5061,entailment hipoevitag entailment,1
5062,jadi pilih hadiah valentine beda utama tidak gari pangan manis hipoevitag gemar manis jatuh cinta diberika hadiah,2
5063,jadi pilih hadiah valentine beda utama tidak gari pangan manis hipoevitag tidak suka gemar pangan manis,0
5064,adil tinggi hong kong tahun kemudian jutting tampak tenang hipoevitag jutting tampak tenang lama proses sidang adil tinggi hongkong,1
5065,adil tinggi hong kong tahun kemudian jutting tampak tenang hipoevitag adil tinggi hongkong terap adil baik mungkin kasus jutting,2
5066,adil tinggi hong kong tahun kemudian jutting tampak tenang hipoevitag jutting lihat gusar lama proses sidang,0
